
Index,Match Result,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5
1471,Victory,Franco,Claude,Ling,Martis,Valentina
1472,Victory,Pharsa,Franco,Claude,Lapu-Lapu,Baxia
1473,Victory,Melissa,Fanny,Yve,Yu Zhong,Franco
1474,Victory,Gloo,Kaja,Ling,Claude,Valentina
1475,Victory,Gloo,Claude,Fanny,Kaja,Valentina
1476,Victory,Lapu-Lapu,Pharsa,Claude,Kaja,Baxia
1477,Victory,Lapu-Lapu,Valentina,Melissa,Chou,Hayabusa
1478,Victory,Arlott,Valentina,Lapu-Lapu,Chou,Claude
1479,Victory,Claude,Fredrinn,Lapu-Lapu,Pharsa,Chou
1480,Victory,Valentina,Claude,Atlas,Ling,Lapu-Lapu
1481,Victory,Melissa,Lapu-Lapu,Baxia,Diggie,Pharsa
1482,Victory,Arlott,Pharsa,Claude,Diggie,Lapu-Lapu
1483,Victory,Gloo,Pharsa,Barats,Claude,Kaja
1484,Victory,Gloo,Martis,Pharsa,Kadita,Lesley
1485,Victory,Melissa,Fredrinn,Grock,Diggie,Pharsa
1486,Victory,Lapu-Lapu,Pharsa,Claude,Baxia,Kadita
1487,Victory,Joy,Yve,Chou,Leomord,Claude
1488,Victory,Lapu-Lapu,Claude,Pharsa,Valentina,Atlas
1489,Victory,Gloo,Valentina,Lancelot,Grock,Melissa
1490,Victory,Valentina,Kaja,Brody,Lapu-Lapu,Martis
1491,Victory,Melissa,Lapu-Lapu,Fredrinn,Diggie,Faramis
1492,Victory,Gloo,Valentina,Hayabusa,Franco,Claude
1493,Victory,Joy,Yu Zhong,Yve,Chou,Melissa
1494,Victory,Gloo,Yve,Helcurt,Kadita,Claude
1495,Victory,Claude,Yu Zhong,Valentina,Baxia,Kadita
1496,Victory,Claude,Valentina,Fredrinn,Grock,Yu Zhong
1497,Victory,Joy,Yve,Lapu-Lapu,Khufra,Claude
1498,Victory,Arlott,Melissa,Chou,Yu Zhong,Valentina
1499,Victory,Gloo,Melissa,Diggie,Fredrinn,Pharsa
1500,Victory,Gloo,Claude,Diggie,Hayabusa,Pharsa
1501,Victory,Joy,Kaja,Lapu-Lapu,Claude,Valentina
1502,Victory,Gloo,Claude,Atlas,Fredrinn,Valentina
1503,Victory,Melissa,Faramis,Lapu-Lapu,Kaja,Fredrinn
1504,Victory,Melissa,Fredrinn,Chou,Grock,Kadita
1505,Victory,Franco,Claude,Ling,Martis,Valentina
1506,Victory,Bruno,Hanzo,Badang,Khufra,Pharsa
1507,Victory,Bruno,Leomord,Diggie,Pharsa,Silvanna
1508,Defeat,Moskov,Minsitthar,Harley,Harith,Terizla
1509,Defeat,Kadita,Harith,Layla,Julian,Freya
1510,Defeat,Kadita,Martis,Khufra,Wanwan,Hayabusa
1511,Victory,Minsitthar,Estes,Brody,Yi Sun-shin,Kadita
1512,Defeat,Kadita,Diggie,Martis,Lapu-Lapu,Lesley
1513,Victory,Kadita,Edith,Akai,Clint,Yi Sun-shin
1514,Victory,Kadita,Lapu-Lapu,Bruno,Franco,Lesley
1515,Defeat,Pharsa,Claude,Saber,Edith,Lancelot
1516,Defeat,Minsitthar,Valentina,Kadita,Fredrinn,Beatrix
1517,Defeat,Valentina,Bruno,Yu Zhong,Clint,Diggie
1518,Victory,Pharsa,Diggie,Lesley,Bruno,Lapu-Lapu
1519,Victory,Minotaur,Martis,Pharsa,Bruno,Natalia
1520,Victory,Joy,Diggie,Bruno,Chou,Lesley
1521,Defeat,Hanabi,Benedetta,Pharsa,Fredrinn,Natalia
1522,Victory,Melissa,Fredrinn,Grock,Saber,Yve
1523,Victory,Lesley,Xavier,Martis,Fredrinn,Lolita
1524,Defeat,Alice,Cecilion,Brody,Floryn,Harith
1525,Victory,Minsitthar,Valentina,Melissa,Chou,Lancelot
1526,Victory,Hayabusa,Beatrix,Minsitthar,Valentina,Estes
1527,Defeat,Minsitthar,Chou,Beatrix,Yve,Lancelot
1528,Defeat,Arlott,Hayabusa,Valentina,Franco,Brody
1529,Victory,Fredrinn,Johnson,Arlott,Kadita,Moskov
1530,Victory,Joy,Kadita,Fredrinn,Lapu-Lapu,Claude
1531,Defeat,Melissa,Lancelot,Selena,Fredrinn,Valentina
1532,Victory,Esmeralda,Fredrinn,Xavier,Melissa,Kadita
1533,Victory,Arlott,Yve,Lancelot,Franco,Claude
1534,Victory,Arlott,Valentina,Ling,Claude,Kaja
1535,Victory,Johnson,Lapu-Lapu,Beatrix,Lunox,Aldous
1536,Victory,Melissa,Karina,Grock,Fanny,Valentina
1537,Defeat,Joy,Beatrix,Khaleed,Paquito,Fredrinn
1538,Victory,Arlott,Gusion,Brody,Julian,Yin
1539,Victory,Grock,Hayabusa,Faramis,Natan,Lapu-Lapu
1540,Victory,Melissa,Lapu-Lapu,Tigreal,Fredrinn,Valentina
1541,Victory,Gloo,Minotaur,Melissa,Pharsa,Fredrinn
1542,Victory,Faramis,Lapu-Lapu,Karrie,Chou,Fredrinn
1543,Victory,Melissa,Faramis,Ling,Edith,Khufra
1544,Victory,Melissa,Faramis,Ling,Chou,Fredrinn
1545,Victory,Moskov,Vale,Franco,Julian,Granger
1546,Defeat,Pharsa,Popol and Kupa,Aamon,Franco,X.Borg
1547,Victory,Moskov,Martis,Estes,Pharsa,Terizla
1548,Defeat,Moskov,Xavier,Jawhead,Gloo,Lolita
1549,Victory,Lancelot,X.Borg,Moskov,Lolita,Nana
1550,Defeat,Moskov,Lolita,Thamuz,Valentina,Fredrinn
1551,Victory,Moskov,Lapu-Lapu,Lolita,Fanny,Lylia
1552,Defeat,Joy,Pharsa,Ruby,Karrie,Franco
1553,Victory,Joy,Xavier,Edith,Lolita,Moskov
1554,Defeat,Pharsa,Faramis,Moskov,Lancelot,Lapu-Lapu
1555,Victory,Chou,Aldous,Fanny,Moskov,Pharsa
1556,Victory,Xavier,Akai,Moskov,Alice,Ling
1557,Victory,Arlott,Kagura,Aamon,Lolita,Moskov
1558,Victory,Xavier,Karina,Moskov,Chou,Lolita
1559,Victory,Nana,Akai,Kadita,Esmeralda,Moskov
1560,Victory,Floryn,Gusion,Pharsa,Moskov,Alpha
1561,Victory,Pharsa,Balmond,Lolita,Alucard,Moskov
1562,Defeat,Alice,Benedetta,Moskov,Valir,Franco
1563,Victory,Martis,Moskov,Julian,Edith,Khufra
1564,Defeat,Estes,Sun,Yi Sun-shin,Moskov,Pharsa
1565,Defeat,Melissa,Hayabusa,Julian,Pharsa,Atlas
1566,Defeat,Valentina,Claude,Benedetta,Julian,Kaja
1567,Victory,Xavier,Aldous,Julian,Beatrix,Akai
1568,Victory,Beatrix,Yu Zhong,Baxia,Cecilion,Lancelot
1569,Victory,Franco,Belerick,Beatrix,Vexana,Akai
1570,Defeat,Beatrix,Carmilla,Cecilion,Belerick,Edith
1571,Victory,Lapu-Lapu,Pharsa,Beatrix,Belerick,Yi Sun-shin
1572,Defeat,Brody,Pharsa,Kaja,Belerick,Ling
1573,Defeat,Beatrix,Selena,Karrie,Belerick,Tigreal
1574,Defeat,Beatrix,Xavier,Terizla,Angela,Lancelot
1575,Victory,Beatrix,Vexana,Chou,Edith,Gusion
1576,Victory,Vexana,Silvanna,Beatrix,Hanzo,Diggie
1577,Victory,Joy,Cecilion,Atlas,Lapu-Lapu,Beatrix
1578,Victory,Xavier,Beatrix,Martis,Franco,Fredrinn
1579,Victory,Sun,Franco,Beatrix,Xavier,Barats
1580,Defeat,Beatrix,Kagura,Julian,Franco,Minsitthar
1581,Victory,Edith,Cecilion,Franco,Bruno,Julian
1582,Victory,Lylia,Martis,Beatrix,Angela,Lapu-Lapu
1583,Victory,Faramis,Beatrix,Martis,Esmeralda,Estes
1584,Victory,Beatrix,Franco,Harley,Belerick,Kagura
1585,Defeat,Aurora,Karrie,Franco,Lapu-Lapu,Lancelot
1586,Victory,Kaja,Aurora,Martis,Karrie,Lapu-Lapu
1587,Defeat,Arlott,Brody,Yu Zhong,Xavier,Kaja
1588,Victory,Lapu-Lapu,Martis,Kaja,Aurora,Brody
1589,Victory,Melissa,Aurora,Kaja,Lapu-Lapu,Julian
1590,Victory,Kaja,Aurora,Paquito,Clint,Lancelot
1591,Victory,Kaja,Arlott,Esmeralda,Brody,Aurora
1592,Defeat,Minsitthar,Lesley,Akai,Edith,Aurora
1593,Defeat,Aurora,Lolita,Brody,Freya,Lancelot
1594,Victory,Aurora,Akai,Yu Zhong,Beatrix,Aamon
1595,Victory,Melissa,Akai,Aamon,Aurora,Lapu-Lapu
1596,Defeat,Aurora,Martis,Franco,Brody,Julian
1597,Victory,Melissa,Estes,Martis,Aurora,Paquito
1598,Defeat,Melissa,Franco,Lapu-Lapu,Kimmy,Aurora
1599,Victory,Estes,Lapu-Lapu,Fredrinn,Lesley,Aurora
1600,Victory,Estes,Lapu-Lapu,Fredrinn,Brody,Aurora
1601,Defeat,Melissa,Lapu-Lapu,Aurora,Fredrinn,Estes
1602,Defeat,Pharsa,Beatrix,Fredrinn,Lolita,Ling
1603,Defeat,Joy,Fredrinn,Yve,Claude,Chou
1604,Victory,Valentina,Grock,Fredrinn,Kaja,Karrie
1605,Defeat,Valentina,Minsitthar,Martis,Claude,Kadita
1606,Victory,Edith,Martis,Valentina,Diggie,Melissa
1607,Defeat,Fredrinn,Claude,Valentina,Lapu-Lapu,Ruby
1608,Victory,Pharsa,Claude,Lapu-Lapu,Kaja,Hayabusa
1609,Victory,Valentina,Edith,Melissa,Chou,Akai
1610,Victory,Faramis,Lapu-Lapu,Hanzo,Claude,Khufra
1611,Victory,Valentina,Lapu-Lapu,Martis,Claude,Kadita
1612,Victory,Faramis,Lapu-Lapu,Karrie,Chou,Martis
1613,Victory,Valentina,Chou,Arlott,Lancelot,Claude
1614,Victory,Melissa,Lancelot,Lapu-Lapu,Grock,Pharsa
1615,Victory,Fredrinn,Lapu-Lapu,Valentina,Beatrix,Kaja
1616,Defeat,Wanwan,Valentina,Chou,Edith,Fredrinn
1617,Defeat,Pharsa,Akai,Lapu-Lapu,Aldous,Claude
1618,Victory,Faramis,Edith,Diggie,Melissa,Lancelot
1619,Victory,Lapu-Lapu,Khufra,Moskov,Valentina,Karina
1620,Victory,Melissa,Valentina,Lapu-Lapu,Lolita,Ling
1621,Victory,Melissa,Edith,Kaja,Ling,Valentina
1622,Victory,Joy,Moskov,Johnson,Hanzo,Gusion
1623,Victory,Gusion,Martis,Moskov,Julian,Johnson
1624,Victory,Gusion,Martis,Moskov,Julian,Johnson
1625,Victory,Mathilda,Gusion,Hanzo,Aldous,Brody
1626,Victory,Melissa,Gusion,Hanzo,Johnson,Khaleed
1627,Defeat,Johnson,Aldous,Melissa,Hanzo,Gusion
1628,Defeat,Franco,Aldous,Beatrix,Gusion,Hanzo
1629,Defeat,Valentina,Yu Zhong,Fanny,Hilda,Lesley
1630,Victory,Valentina,Thamuz,Fanny,Hilda,Lesley
1631,Victory,Valentina,Freya,Fanny,Hanabi,Minotaur
1632,Defeat,Faramis,Minotaur,Lapu-Lapu,Harith,Wanwan
1633,Victory,Faramis,Lapu-Lapu,Harith,Minotaur,Moskov
1634,Victory,Valentina,Minotaur,Beatrix,Harith,Franco
1635,Victory,Valentina,Minsitthar,Claude,Khufra,Martis
1636,Victory,Gloo,Lesley,Lancelot,Khufra,Valentina
1637,Victory,Gloo,Martis,Beatrix,Khufra,Faramis
1638,Victory,Gloo,Martis,Beatrix,Khufra,Valentina
1639,Victory,Faramis,Franco,Yu Zhong,Lancelot,Wanwan
1640,Victory,Valentina,Ling,Yu Zhong,Saber,Beatrix
1641,Victory,Masha,Beatrix,Fanny,Lunox,Khufra
1642,Victory,Gloo,Wanwan,Lunox,Fanny,Natalia
1643,Victory,Khufra,Minsitthar,Faramis,Lancelot,Hanabi
1644,Defeat,Faramis,Grock,Khufra,Ling,Lesley
1645,Defeat,Minsitthar,Yve,Khufra,Leomord,Wanwan
1646,Defeat,Arlott,Xavier,Martis,Khufra,Brody
1647,Defeat,Minsitthar,Martis,Diggie,Lesley,Xavier
1648,Victory,Kaja,Wanwan,Alpha,Luo Yi,Aamon
1649,Victory,Kaja,Wanwan,Luo Yi,Lapu-Lapu,Aamon
1650,Defeat,Claude,Aamon,Kaja,Balmond,Xavier
1651,Victory,Kaja,Claude,Kagura,Sun,Aamon
1652,Victory,Kaja,Pharsa,Arlott,Claude,Aamon
1653,Victory,Kaja,Aamon,Pharsa,Claude,Lapu-Lapu
1654,Defeat,Kadita,Miya,Atlas,Aamon,Zilong
1655,Victory,Kadita,Miya,Atlas,Aamon,Zilong
1656,Victory,Kadita,Miya,Atlas,Aamon,Zilong
1657,Victory,Faramis,Aamon,Miya,Zilong,Kaja
1658,Victory,Zilong,Aamon,Pharsa,Franco,Moskov
1659,Victory,Faramis,Aamon,Zilong,Franco,Moskov
1660,Victory,Arlott,Aamon,Zilong,Cecilion,Tigreal
1661,Victory,Gloo,Julian,Kaja,Wanwan,Luo Yi
1662,Victory,Wanwan,Cecilion,Gloo,Julian,Floryn
1663,Victory,Wanwan,Julian,Xavier,Thamuz,Kadita
1664,Defeat,Julian,Xavier,Kaja,Brody,Phoveus
1665,Defeat,Xavier,Khufra,Julian,Brody,Benedetta
1666,Victory,Valentina,Julian,Lapu-Lapu,Khufra,Wanwan
1667,Victory,Julian,Alice,Wanwan,Yve,Selena
1668,Victory,Guinevere,Angela,Julian,Brody,Harley
1669,Victory,Gloo,Julian,Kaja,Pharsa,Claude
1670,Victory,Brody,Franco,Kagura,Gloo,Julian
1671,Victory,Wanwan,Julian,Selena,Paquito,Belerick
1672,Victory,Valentina,Aldous,Franco,Karrie,Julian
1673,Victory,Julian,Minsitthar,Pharsa,Brody,Angela
1674,Victory,Belerick,Julian,Yve,Diggie,Beatrix
1675,Victory,Gloo,Julian,Lolita,Kagura,Beatrix
1676,Victory,Valentina,Selena,Julian,Beatrix,Terizla
1677,Defeat,Xavier,Julian,Melissa,Angela,Esmeralda
1678,Defeat,Wanwan,Valir,Natalia,Hayabusa,Freya
1679,Victory,Arlott,Franco,Karina,Valentina,Moskov
1680,Victory,Gloo,Hanzo,Moskov,Julian,Khufra
1681,Victory,Wanwan,Minsitthar,Alice,Hanzo,Lylia
1682,Victory,Pharsa,Lesley,Minsitthar,Terizla,Hanzo
1683,Victory,Mathilda,Gusion,Hanzo,Aldous,Brody
1684,Victory,Melissa,Gusion,Hanzo,Johnson,Khaleed
1685,Defeat,Johnson,Aldous,Melissa,Hanzo,Gusion
1686,Defeat,Franco,Aldous,Beatrix,Gusion,Hanzo
1687,Victory,Wanwan,Aldous,Gusion,Sun,Johnson
1688,Victory,Wanwan,Johnson,Gusion,Hanzo,Aldous
1689,Victory,Wanwan,Aldous,Julian,Johnson,Hanzo
1690,Defeat,Joy,Melissa,Hanzo,Natalia,Xavier
1691,Victory,Gloo,Vexana,Hanzo,Natalia,Melissa
1692,Victory,Gloo,Claude,Hanzo,Natalia,Valentina
1693,Victory,Joy,Brody,Hanzo,Valentina,Natalia
1694,Victory,Gloo,Natalia,Hanzo,Moskov,Yve
1695,Victory,Faramis,Edith,Hanzo,Natalia,Brody
1696,Victory,Edith,Lunox,Hanzo,Brody,Natalia
1697,Victory,Wanwan,Freya,Kadita,Helcurt,Valentina
1698,Defeat,Valentina,Barats,Atlas,Saber,Claude
1699,Defeat,Barats,Khufra,Lunox,Lesley,Hayabusa
1700,Defeat,Bruno,Cecilion,Barats,Khufra,Yi Sun-shin
1701,Victory,Harley,Edith,Wanwan,Grock,Fanny
1702,Defeat,Kaja,Pharsa,Bruno,Edith,Hanzo
1703,Victory,Kaja,Harley,Claude,Grock,Hanzo
1704,Victory,Barats,Pharsa,Brody,Hanzo,Zhask
1705,Defeat,Barats,Atlas,Wanwan,Hanzo,Xavier
1706,Victory,Melissa,Yve,Edith,Akai,Barats
1707,Defeat,Xavier,Karrie,Barats,Hanzo,Minsitthar
1708,Victory,Faramis,Barats,Hayabusa,Brody,Grock
1709,Victory,Barats,Kadita,Wanwan,Xavier,Martis
1710,Defeat,Joy,Yi Sun-shin,Floryn,Harith,Bruno
1711,Defeat,Xavier,Lesley,Phoveus,Lolita,Aamon
1712,Victory,Faramis,Barats,Kaja,Martis,Lesley
1713,Victory,Akai,Alucard,Barats,Brody,Cyclops
1714,Defeat,Valentina,Lancelot,Phoveus,Kaja,Lesley
1715,Victory,Faramis,Barats,Beatrix,Lylia,Hayabusa
1716,Defeat,Terizla,Alpha,Bruno,Xavier,Khufra
1717,Defeat,Melissa,Barats,Edith,Yu Zhong,Vexana
1718,Defeat,Lancelot,Pharsa,Melissa,Lapu-Lapu,Franco
1719,Victory,Brody,Yi Sun-shin,Gusion,Saber,Jawhead
1720,Defeat,Xavier,Franco,Melissa,Badang,Martis
1721,Defeat,Joy,Xavier,Karrie,Martis,Saber
1722,Victory,Karrie,Lapu-Lapu,Ling,Saber,Valentina
1723,Victory,Melissa,Dyrroth,Guinevere,Lunox,Khufra
1724,Defeat,Edith,Saber,Martis,Vale,Claude
1725,Victory,Melissa,Edith,Akai,Xavier,Saber
1726,Victory,Lesley,Saber,Joy,Yve,Hilda
1727,Victory,Luo Yi,Saber,Atlas,Martis,Beatrix
1728,Victory,Lunox,Hanabi,Saber,Khufra,Jawhead
1729,Victory,Beatrix,Terizla,Kaja,Vale,Saber
1730,Victory,Brody,Fanny,Xavier,Kaja,Guinevere
1731,Victory,Edith,Brody,Valentina,Saber,Xavier
1732,Defeat,Jawhead,Xavier,Saber,Lapu-Lapu,Claude
1733,Defeat,Claude,Franco,Ruby,Yin,Pharsa
1734,Defeat,Dyrroth,Hanabi,Pharsa,Lancelot,Saber
1735,Defeat,Kagura,Clint,Saber,X.Borg,Atlas
1736,Victory,Khufra,Pharsa,Saber,Martis,Popol and Kupa
1737,Victory,Franco,Lapu-Lapu,Zhask,Saber,Miya
1738,Victory,Luo Yi,Kaja,Fanny,Kimmy,Edith
1739,Defeat,Lapu-Lapu,Franco,Luo Yi,Granger,Beatrix
1740,Victory,Gloo,Granger,Luo Yi,Wanwan,Franco
1741,Defeat,Luo Yi,Lapu-Lapu,Estes,Lesley,Fredrinn
1742,Victory,Melissa,Luo Yi,Lancelot,Selena,Freya
1743,Victory,Terizla,Bane,Luo Yi,Melissa,Martis
1744,Victory,Aldous,Lunox,Lesley,Martis,Lancelot
1745,Defeat,Brody,Kadita,Gloo,Luo Yi,Hayabusa
1746,Defeat,Terizla,Clint,Change,Martis,Franco
1747,Defeat,Melissa,Estes,Minsitthar,Luo Yi,Jawhead
1748,Victory,Edith,Claude,Ruby,Cecilion,Alucard
1749,Victory,Edith,Martis,Harley,Popol and Kupa,Ruby
1750,Victory,Edith,Luo Yi,Martis,Hilda,Irithel
1751,Victory,Luo Yi,Faramis,Fredrinn,Natan,Hayabusa
1752,Victory,Khufra,Luo Yi,Chou,Lesley,Fanny
1753,Defeat,Luo Yi,Claude,Ling,Minsitthar,Franco
1754,Defeat,Luo Yi,Aldous,Tigreal,Fanny,Clint
1755,Victory,Melissa,Yve,Gloo,Diggie,Akai
1756,Victory,Gloo,Lancelot,Kadita,Yve,Claude
1757,Victory,Joy,Khufra,Hanzo,Pharsa,Claude
1758,Victory,Pharsa,Grock,Melissa,Lapu-Lapu,Ling
1759,Victory,Gloo,Pharsa,Karrie,Lancelot,Khufra
1760,Victory,Gloo,Claude,Lancelot,Kagura,Khufra
1761,Victory,Wanwan,Khufra,Lancelot,Kagura,Lapu-Lapu
1762,Victory,Wanwan,Gloo,Lancelot,Khufra,Pharsa
1763,Defeat,Melissa,Lapu-Lapu,Valentina,Khufra,Lancelot
1764,Victory,Gloo,Akai,Diggie,Valentina,Melissa
1765,Victory,Esmeralda,Claude,Edith,Julian,Pharsa
1766,Victory,Gloo,Kadita,Grock,Lancelot,Melissa
1767,Victory,Wanwan,Valentina,Minsitthar,Lancelot,Grock
1768,Victory,Lancelot,Kadita,Diggie,Lapu-Lapu,Melissa
1769,Victory,Melissa,Valentina,Aldous,Grock,Ling
1770,Victory,Melissa,Kaja,Pharsa,Minsitthar,Fredrinn
1771,Victory,Melissa,Pharsa,Fredrinn,Lapu-Lapu,Grock
1772,Victory,Lapu-Lapu,Karrie,Grock,Valentina,Ling
1773,Victory,Khufra,Alice,Pharsa,Ling,Claude
1774,Defeat,Pharsa,Thamuz,Kimmy,Angela,Ling
1775,Victory,Arlott,Khufra,Lesley,Cyclops,Kagura
1776,Victory,Khufra,Moskov,Odette,Hylos,Julian
1777,Victory,Martis,Odette,Estes,Lesley,Phoveus
1778,Victory,Joy,Franco,Lapu-Lapu,Wanwan,Odette
1779,Victory,Pharsa,Kadita,Yin,Ling,Claude
1780,Victory,Odette,Wanwan,Minsitthar,Chou,Esmeralda
1781,Defeat,Pharsa,Grock,Claude,Fanny,Lapu-Lapu
1782,Victory,Kaja,Esmeralda,Pharsa,Miya,Julian
1783,Victory,Leomord,Freya,Brody,Yve,Diggie
1784,Victory,Odette,Kaja,Brody,Argus,Martis
1785,Defeat,Faramis,Badang,Hanzo,Brody,Kadita
1786,Victory,Lapu-Lapu,Franco,Beatrix,Odette,Ling
1787,Victory,Odette,Zilong,Belerick,Kimmy,Fanny
1788,Defeat,Minsitthar,Odette,Khufra,Aamon,Brody
1789,Defeat,Valentina,Moskov,Minsitthar,Kadita,Ling
1790,Victory,Valentina,Masha,Diggie,Cyclops,Beatrix
1791,Victory,Aamon,Badang,Minsitthar,Claude,Kagura
1792,Defeat,Minsitthar,Yin,Kadita,Change,Beatrix
1793,Victory,Cecilion,Badang,Kaja,Gloo,Moskov
1794,Victory,Valentina,Leomord,Minsitthar,Jawhead,Layla
1795,Defeat,Lesley,Change,Kaja,Belerick,Ling
1796,Victory,Kaja,Khaleed,Valentina,Beatrix,Martis
1797,Victory,Badang,Selena,Kadita,Martis,Brody
1798,Defeat,Minsitthar,Kaja,Martis,Pharsa,Brody
1799,Victory,Kaja,Badang,Cecilion,Hanzo,Moskov
1800,Victory,Kaja,Thamuz,Kagura,Akai,Claude
1801,Victory,Arlott,Lylia,Lancelot,Brody,Kaja
1802,Defeat,Kaja,Xavier,Hayabusa,Bane,Natan
1803,Victory,Martis,Khufra,Vale,Layla,Saber
1804,Victory,Yve,Hanabi,Chou,Martis,Kaja
1805,Victory,Yve,Claude,Kaja,Lapu-Lapu,Hayabusa
1806,Defeat,Edith,Julian,Kaja,Bruno,Alice
1807,Victory,Clint,Julian,Selena,Nana,Martis
1808,Defeat,Kaja,Beatrix,Lancelot,Franco,Kadita
1809,Defeat,Moskov,Hilda,Kadita,Irithel,Fredrinn
1810,Defeat,Kimmy,Layla,Natalia,Martis,Diggie
1811,Victory,Joy,Natan,Hanzo,Johnson,Valentina
1812,Victory,Natan,Xavier,Khufra,Hanzo,Badang
1813,Victory,Lylia,Lolita,Natan,Badang,Hanzo
1814,Victory,Minsitthar,Lylia,Fanny,Badang,Natan
1815,Victory,Natan,Zhask,Badang,Franco,Hanzo
1816,Victory,Badang,Kadita,Natan,Hanzo,Johnson
1817,Victory,Natan,Johnson,Xavier,Hanzo,Badang
1818,Victory,Khufra,Natan,Luo Yi,Badang,Hanzo
1819,Victory,Faramis,Kaja,Hanzo,Badang,Natan
1820,Victory,Pharsa,Atlas,Natan,Badang,Hanzo
1821,Victory,Aldous,Ling,Grock,Natan,Moskov
1822,Victory,Khufra,Aldous,Brody,Natan,Julian
1823,Victory,Yve,Kaja,Natan,Hayabusa,Aldous
1824,Victory,Natan,Martis,Franco,Pharsa,Aldous
1825,Defeat,Kaja,Natan,Harley,Yve,Badang
1826,Victory,Pharsa,Minotaur,Martis,Natan,Argus
1827,Victory,Natan,Paquito,Lolita,Hanzo,Moskov
1828,Victory,Wanwan,Khufra,Grock,Martis,Faramis
1829,Defeat,Khufra,Grock,Wanwan,Martis,Yve
1830,Victory,Arlott,Melissa,Yve,Khufra,Hayabusa
1831,Victory,Minsitthar,Valentina,Melissa,Chou,Lancelot
1832,Victory,Hayabusa,Beatrix,Minsitthar,Valentina,Estes
1833,Defeat,Minsitthar,Chou,Beatrix,Yve,Lancelot
1834,Defeat,Arlott,Hayabusa,Valentina,Franco,Brody
1835,Victory,Fredrinn,Johnson,Arlott,Kadita,Moskov
1836,Victory,Joy,Kadita,Fredrinn,Lapu-Lapu,Claude
1837,Defeat,Melissa,Lancelot,Selena,Fredrinn,Valentina
1838,Victory,Esmeralda,Fredrinn,Xavier,Melissa,Kadita
1839,Victory,Arlott,Yve,Lancelot,Franco,Claude
1840,Victory,Arlott,Valentina,Ling,Claude,Kaja
1841,Defeat,Arlott,Claude,Lancelot,Kadita,Pharsa
1842,Victory,Gloo,Claude,Hilda,Ling,Pharsa
1843,Victory,Gloo,Fredrinn,Kaja,Claude,Kadita
1844,Defeat,Gloo,Grock,Claude,Kadita,Ling
1845,Victory,Gloo,Claude,Pharsa,Hayabusa,Kaja
1846,Defeat,Lapu-Lapu,Claude,Pharsa,Kaja,Lancelot
1847,Defeat,Kadita,Fredrinn,Wanwan,Lapu-Lapu,Natalia
1848,Defeat,Kadita,Beatrix,Chou,X.Borg,Lancelot
1849,Victory,Gord,Clint,Aldous,Gloo,Franco
1850,Victory,Moskov,Fanny,Pharsa,X.Borg,Natalia
1851,Defeat,Kadita,Beatrix,Chou,X.Borg,Lancelot
1852,Defeat,Odette,Floryn,Fanny,Claude,X.Borg
1853,Victory,Kagura,Minotaur,Natan,X.Borg,Thamuz
1854,Victory,Melissa,X.Borg,Khufra,Hayabusa,Kagura
1855,Victory,Wanwan,X.Borg,Angela,Lunox,Granger
1856,Defeat,Gloo,Pharsa,Claude,X.Borg,Belerick
1857,Defeat,Brody,Hayabusa,Faramis,Angela,X.Borg
1858,Defeat,Pharsa,Gloo,X.Borg,Claude,Minotaur
1859,Defeat,Melissa,X.Borg,Minsitthar,Harley,Hayabusa
1860,Defeat,Gloo,Franco,X.Borg,Alice,Brody
1861,Victory,Minsitthar,Kimmy,X.Borg,Valir,Brody
1862,Victory,Arlott,X.Borg,Selena,Lesley,Valentina
1863,Defeat,Melissa,Pharsa,Masha,X.Borg,Estes
1864,Victory,Hanabi,Lancelot,Cecilion,Yu Zhong,Selena
1865,Defeat,Aamon,Yve,Ruby,Yu Zhong,Hanabi
1866,Defeat,Beatrix,Vexana,Granger,Atlas,Aldous
1867,Victory,Valentina,Kaja,Yu Zhong,Aamon,Hanabi
1868,Defeat,Hanabi,Gusion,Estes,Vexana,Freya
1869,Victory,Freya,Johnson,Hanabi,Pharsa,Aamon
1870,Defeat,Dyrroth,Luo Yi,Hanabi,Ling,Atlas
1871,Victory,Diggie,Yve,Saber,Gloo,Hanabi
1872,Victory,Edith,Diggie,Kagura,Ling,Hanabi
1873,Defeat,Jawhead,Hanabi,Valir,Karina,Natalia
1874,Defeat,Jawhead,Faramis,Khaleed,Nana,Hanabi
1875,Victory,Yin,Valir,Gloo,Hanabi,Jawhead
1876,Victory,Hanabi,Cecilion,Martis,Grock,Fanny
1877,Victory,Hanabi,Badang,Minsitthar,Paquito,Valentina
1878,Victory,Hanabi,Ruby,Phoveus,Cecilion,Martis
1879,Defeat,Alice,Hanabi,Franco,Aamon,Valentina
1880,Victory,Argus,Hanabi,Paquito,Esmeralda,Valentina
1881,Defeat,Xavier,Hanabi,Terizla,Franco,Fanny
1882,Defeat,Hanabi,Argus,Pharsa,Diggie,Fredrinn
1883,Defeat,Hanabi,Yin,Khufra,Lapu-Lapu,Vexana
1884,Defeat,Cecilion,Hayabusa,Beatrix,Minotaur,Yu Zhong
1885,Victory,Estes,Thamuz,Yi Sun-shin,Hanabi,Harley
1886,Defeat,Chou,Aldous,Valentina,Hanabi,Martis
1887,Victory,Melissa,Thamuz,Granger,Grock,Pharsa
1888,Victory,Melissa,Cyclops,Chou,Saber,Harley
